PLAN,ANNUAL,NUM_SEATS,total_events_created,DEALS,COMPANIES,CONTACTS,LEADS,TASKS,team_count,pipeline_count,average_stages_per_pipeline,email_templates,activity_types,lost_reasons_count,lead_statuses_count,email_public_turned_on_count,%_users_w_email_on,total_custom_fields,company_custom_fields,contacts_custom_fields,lead_custom_fields,opportunity_custom_fields,projects_custom_fields,tasks_custom_fields,total_saved_fliters,automated_action_executed_count,automated_action_rules_count,tracked_emails_count,loss_reason_count,total_deals_lost,deals_lost_with_loss_reason,total_won_deals,deal_sources_count,contact_group_count,goals_count,total_activities,companies_activities_per_entity,contact_activities_per_entity,deal_activities_per_entity,lead_activities_per_entity,task_activities_per_entity,import_count,total_integration_tokens
professional_monthly_69,0,1,547,16.0,174.0,261.0,63.0,33.0,0,2,6,2,5,3,6,0,0.0,26,5,5,8,8,0,0,0,0.0,0.0,83,3,3,0,0,10,13.0,0,2706,297,1924,155,153,177,4,1
professional_monthly_69,0,5,547,78.0,133.0,255.0,33.0,48.0,4,2,5,6,3,3,4,0,0.0,2,1,0,1,0,0,0,0,0.0,0.0,828,3,0,0,2,7,7.0,0,11517,690,10079,517,41,190,1,0
basic_monthly,0,1,546,5.0,100.0,187.0,247.0,7.0,0,2,4,2,4,3,4,0,0.0,6,4,2,0,0,0,0,0,0.0,0.0,5,3,0,0,1,0,7.0,0,2271,870,1000,45,332,24,7,0
basic_monthly,0,1,546,80.0,185.0,237.0,4.0,40.0,0,2,10,2,3,3,4,0,0.0,2,1,1,0,0,0,0,0,0.0,0.0,99,3,0,0,0,15,7.0,0,9417,693,8070,313,180,161,1,0
basic_monthly,0,2,546,8.0,30.0,501.0,0.0,7.0,1,2,4,2,5,3,4,0,0.0,9,0,3,0,3,0,3,6,0.0,0.0,54,3,0,0,1,2,9.0,0,2982,162,2765,33,0,22,1,0
basic_annual,1,5,546,169.0,75.0,196.0,0.0,106.0,1,3,7,4,4,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,0,3,14,0,41,84,4.0,0,10006,365,7573,1527,0,541,1,0
basic_monthly,0,1,546,73.0,79.0,106.0,272.0,16.0,1,3,3,6,4,3,4,0,0.0,17,5,3,5,4,0,0,4,0.0,0.0,251,3,12,1,9,26,4.0,0,4011,870,1366,522,1089,164,6,0
professional_monthly_69,0,1,546,12.0,18.0,49.0,419.0,48.0,0,2,4,2,3,3,4,0,0.0,14,0,11,3,0,0,0,0,0.0,0.0,0,3,0,0,0,12,6.0,0,4727,70,1181,85,3038,353,1,0
basic_monthly_24,0,1,546,80.0,137.0,166.0,121.0,42.0,0,2,4,4,3,3,4,1,0.5,7,0,1,6,0,0,0,2,0.0,0.0,100,3,11,4,5,1,6.0,0,4438,569,2855,506,272,236,2,1
professional_monthly_69,0,3,546,53.0,8.0,68.0,375.0,42.0,1,2,11,9,3,3,11,0,0.0,5,1,1,2,1,0,0,1,0.0,0.0,244,3,2,1,1,1,5.0,0,56154,36,4122,264,51445,287,6,1
professional_annual_49,1,1,546,40.0,110.0,280.0,2.0,114.0,0,2,4,3,3,3,4,0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,1123,3,4,0,18,0,4.0,0,24213,559,22735,367,0,552,2,0
basic_monthly,0,4,545,21.0,166.0,316.0,18.0,24.0,1,4,5,0,3,4,5,0,0.0,6,4,2,0,0,0,0,1,0.0,0.0,96,4,2,0,4,10,8.0,0,13993,1161,12367,192,110,163,5,0
basic_monthly_24,0,2,545,27.0,56.0,62.0,298.0,102.0,1,2,5,8,5,3,9,2,1.0,12,3,1,3,5,0,0,5,0.0,0.0,26,3,0,0,0,1,5.0,8,4074,183,1352,238,1449,852,7,1
basic_annual,1,3,544,129.0,53.0,207.0,0.0,155.0,0,2,11,4,3,3,4,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,568,3,33,0,21,2,7.0,0,7903,226,6137,885,0,655,1,0
basic_annual,1,1,544,0.0,279.0,256.0,0.0,9.0,0,2,4,2,3,3,4,0,0.0,17,7,10,0,0,0,0,0,0.0,0.0,14,3,0,0,0,0,14.0,0,9810,634,9125,18,0,33,11,0
basic_monthly_24,0,2,544,120.0,120.0,126.0,157.0,21.0,0,5,3,2,3,3,10,0,0.0,27,3,6,13,5,0,0,0,0.0,0.0,0,3,4,0,18,3,4.0,0,2430,509,966,715,158,82,1,0
professional_monthly_69,0,4,544,245.0,251.0,12.0,12.0,24.0,0,2,4,3,3,3,4,0,0.0,61,10,10,10,12,10,9,0,0.0,0.0,9,3,0,0,4,2,4.0,0,1232,312,286,540,14,80,2,0
professional_monthly_69,0,3,544,53.0,98.0,125.0,234.0,34.0,0,2,5,6,3,3,4,0,0.0,4,1,1,1,1,0,0,1,0.0,0.0,621,3,5,2,1,3,4.0,0,6932,373,5737,340,353,129,2,2
professional_annual_49,1,5,543,98.0,140.0,263.0,1.0,41.0,0,2,4,6,5,6,4,0,0.0,5,0,0,0,5,0,0,1,0.0,0.0,70,6,17,10,43,74,5.0,0,24086,681,22025,1067,50,263,1,1
basic_monthly,0,1,543,5.0,169.0,356.0,3.0,10.0,0,2,4,3,3,3,4,0,0.0,1,0,1,0,0,0,0,1,0.0,0.0,43,3,0,0,0,2,4.0,0,30250,632,29518,30,35,35,1,0
basic_monthly_24,0,3,543,143.0,171.0,206.0,1.0,22.0,0,2,4,4,3,3,4,0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,37,3,27,0,24,1,4.0,0,7911,514,6587,694,1,115,3,0
professional_monthly_69,0,1,543,2.0,258.0,265.0,1.0,17.0,0,3,5,3,6,4,5,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,14,4,0,0,2,1,10.0,0,2701,548,1957,30,28,138,3,0
basic_monthly_24,0,1,543,53.0,485.0,0.0,2.0,3.0,0,2,4,2,3,3,4,0,0.0,7,6,1,0,0,0,0,0,0.0,0.0,0,3,0,0,53,39,4.0,0,741,557,22,147,0,15,4,1
basic_monthly,0,5,542,23.0,193.0,218.0,35.0,73.0,0,5,4,8,3,3,4,1,0.12,2,0,0,1,1,0,0,0,0.0,0.0,26,3,3,0,2,1,9.0,0,3997,508,2690,242,125,432,2,0
professional_monthly,0,4,542,138.0,26.0,153.0,214.0,11.0,4,3,3,4,3,3,4,0,0.0,14,0,12,2,0,0,0,1,0.0,0.0,1,3,4,1,0,132,3.0,0,1976,128,955,424,417,52,1,1
basic_monthly,0,4,542,0.0,169.0,370.0,1.0,2.0,1,2,4,10,3,3,4,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,75,3,0,0,0,0,11.0,0,2401,592,1712,18,56,23,4,0
basic_annual_19,1,1,542,3.0,154.0,380.0,2.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,5.0,0,1120,307,792,15,0,6,2,0
professional_monthly_69,0,4,542,4.0,111.0,421.0,0.0,6.0,1,5,6,6,3,3,4,0,0.0,28,7,7,7,7,0,0,1,0.0,0.0,3854,3,0,0,0,1,21.0,0,25928,383,25478,31,2,34,3,0
basic_annual,1,1,541,39.0,55.0,357.0,44.0,46.0,1,2,4,2,8,4,4,0,0.0,16,1,3,2,2,4,4,2,0.0,0.0,4,4,1,0,7,1,10.0,0,10023,213,9058,198,310,244,4,1
professional_monthly,0,1,541,4.0,136.0,387.0,3.0,11.0,0,2,4,2,18,3,4,0,0.0,5,1,1,1,1,0,1,1,0.0,0.0,0,3,0,0,0,1,17.0,0,2493,424,1982,29,2,56,1,0
professional_monthly_69,0,6,541,2.0,98.0,225.0,10.0,206.0,1,4,6,6,3,3,4,1,0.11,9,0,5,2,2,0,0,1,0.0,0.0,224,3,0,0,1,0,6.0,0,6049,1790,3516,39,89,615,4,0
basic_monthly_24,0,2,541,0.0,19.0,518.0,1.0,3.0,1,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,26,3,0,0,0,0,4.0,0,4325,132,4153,29,5,6,1,0
professional_annual_49,1,1,541,17.0,99.0,185.0,1.0,239.0,0,3,6,3,3,3,4,0,0.0,2,0,2,0,0,0,0,1,0.0,0.0,319,3,2,1,1,2,9.0,0,3870,352,2183,140,8,1187,4,0
professional_monthly_69,0,1,541,197.0,4.0,136.0,99.0,105.0,0,2,5,2,3,3,5,0,0.0,6,0,3,0,3,0,0,0,0.0,0.0,200,3,0,0,0,0,4.0,0,1628,15,514,465,368,266,2,1
basic_annual,1,1,540,85.0,30.0,344.0,43.0,38.0,0,2,4,2,4,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,31,3,6,0,72,80,4.0,0,5146,284,2905,705,1044,208,3,0
basic_annual,1,1,540,34.0,197.0,214.0,0.0,95.0,0,3,4,2,3,3,4,0,0.0,2,0,2,0,0,0,0,0,0.0,0.0,78,3,0,0,0,0,14.0,0,16685,523,15483,172,4,503,1,0
basic_annual,1,3,540,33.0,341.0,114.0,18.0,34.0,1,2,5,4,3,3,4,0,0.0,25,5,4,4,4,4,4,1,0.0,0.0,0,3,0,0,5,6,4.0,0,5717,1061,3950,329,115,262,2,0
professional_monthly_69,0,4,540,65.0,126.0,212.0,113.0,24.0,1,2,6,5,3,3,6,0,0.0,4,1,1,2,0,0,0,0,0.0,0.0,1767,3,1,1,1,44,6.0,0,10053,605,8433,546,375,94,2,0
professional_monthly_69,0,1,540,13.0,382.0,99.0,3.0,43.0,0,2,4,2,3,3,4,0,0.0,8,8,0,0,0,0,0,0,0.0,0.0,544,3,0,0,3,0,4.0,0,4939,2436,2104,73,127,199,4,0
basic_annual,1,2,539,93.0,91.0,179.0,8.0,168.0,0,2,6,3,5,3,4,1,0.5,3,0,1,1,1,0,0,4,0.0,0.0,31,3,17,0,33,13,5.0,0,7253,460,4469,1270,11,1043,1,0
professional_monthly,0,1,539,96.0,131.0,227.0,19.0,66.0,1,4,4,4,3,3,4,0,0.0,8,0,1,1,5,1,0,2,0.0,0.0,246,3,0,0,45,25,5.0,0,5730,498,4281,605,52,294,1,0
basic_annual,1,4,539,317.0,61.0,153.0,4.0,4.0,0,2,4,6,5,3,4,0,0.0,4,0,0,0,2,2,0,0,0.0,0.0,0,3,42,9,104,34,5.0,0,6514,875,3587,2013,28,11,37,0
professional_annual_49,1,4,539,4.0,31.0,492.0,5.0,7.0,1,2,6,13,4,3,6,2,0.67,13,0,11,2,0,0,0,5,0.0,0.0,697,3,0,0,1,2,21.0,0,5282,127,5092,29,10,24,1,0
professional_annual_49,1,5,539,3.0,224.0,291.0,8.0,13.0,3,3,4,13,4,3,4,1,0.2,6,2,2,1,1,0,0,0,0.0,0.0,1967,3,0,0,1,2,10.0,0,4504,746,3644,37,2,75,1,0
professional_monthly_69,0,1,539,144.0,10.0,184.0,160.0,41.0,0,2,4,4,3,3,3,0,0.0,18,0,9,9,0,0,0,0,0.0,0.0,441,3,2,0,1,0,4.0,0,4178,40,2164,494,1324,156,1,0
professional_annual_49,1,1,539,27.0,24.0,37.0,328.0,123.0,0,2,6,2,3,3,4,0,0.0,7,0,2,2,1,2,0,0,0.0,0.0,115,3,1,0,3,1,5.0,0,2586,125,442,297,1122,600,3,1
basic_annual,1,1,538,5.0,24.0,82.0,425.0,2.0,0,2,5,3,3,3,4,0,0.0,12,4,4,4,0,0,0,1,0.0,0.0,9,3,0,0,0,0,4.0,0,1429,165,773,41,429,21,3,0
professional_monthly,0,2,538,4.0,9.0,515.0,3.0,7.0,0,2,7,3,3,3,4,1,0.5,0,0,0,0,0,0,0,0,0.0,0.0,814,3,0,0,0,2,4.0,0,3213,33,3137,19,4,20,1,0
basic_annual_19,1,1,538,42.0,89.0,321.0,19.0,67.0,0,10,12,4,3,3,4,0,0.0,4,0,4,0,0,0,0,0,0.0,0.0,40,3,3,0,0,38,16.0,0,4182,312,3152,296,68,354,1,0
professional_annual_49,1,2,538,12.0,12.0,13.0,498.0,3.0,0,1,5,5,3,3,4,0,0.0,4,1,1,1,1,0,0,0,0.0,0.0,41,3,0,0,3,1,4.0,0,2789,825,838,134,985,7,10,0
professional_annual_49,1,1,538,232.0,14.0,241.0,37.0,14.0,1,3,12,4,5,5,4,3,1.0,65,11,9,11,12,11,11,0,0.0,0.0,49,5,3,0,1,0,4.0,0,6180,589,3076,2179,28,308,1,1
basic_annual_19,1,1,538,4.0,141.0,224.0,2.0,167.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,18,3,0,0,0,2,7.0,0,4384,1173,1647,20,2,1542,1,0
basic_monthly,0,1,537,22.0,116.0,353.0,3.0,43.0,0,5,6,0,3,3,4,0,0.0,7,0,4,3,0,0,0,0,0.0,0.0,44,3,5,0,0,1,25.0,0,9133,481,8124,185,7,336,3,0
basic_annual,1,2,537,54.0,223.0,242.0,10.0,8.0,0,3,7,2,4,3,4,0,0.0,2,0,0,2,0,0,0,0,0.0,0.0,0,3,6,0,11,8,5.0,0,10278,830,8877,464,69,38,2,1
basic_monthly,0,1,537,0.0,179.0,324.0,0.0,34.0,0,2,5,0,3,3,4,0,0.0,23,10,12,0,1,0,0,0,0.0,0.0,7,3,0,0,0,0,10.0,0,3127,657,2265,18,0,187,2,0
basic_monthly,0,3,537,20.0,92.0,177.0,114.0,134.0,1,1,5,7,3,4,5,2,0.4,13,2,2,2,3,3,1,2,0.0,0.0,65,4,0,0,8,7,9.0,0,5604,426,3673,244,475,786,1,0
professional_monthly,0,3,537,4.0,15.0,492.0,4.0,22.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,122,3,0,0,0,2,7.0,0,3250,67,2726,20,332,105,1,0
basic_annual,1,2,537,28.0,59.0,206.0,4.0,240.0,0,2,4,5,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,63,3,0,0,4,3,8.0,0,11886,209,9880,186,101,1510,1,1
professional_monthly,0,1,537,10.0,121.0,333.0,55.0,18.0,0,2,5,6,3,3,4,1,1.0,4,1,1,1,1,0,0,0,0.0,0.0,584,3,0,0,1,0,9.0,0,3340,344,2492,105,283,116,3,1
basic_monthly,0,4,537,87.0,163.0,240.0,2.0,45.0,1,3,4,5,3,3,4,3,0.6,0,0,0,0,0,0,0,0,0.0,0.0,126,3,5,0,4,0,13.0,0,5829,678,4270,626,19,236,1,0
professional_monthly,0,3,537,76.0,16.0,317.0,102.0,26.0,0,7,3,4,3,3,4,0,0.0,36,0,12,12,12,0,0,0,0.0,0.0,1692,3,1,0,7,2,6.0,0,3747,65,2692,397,472,121,1,0
basic_annual_19,1,1,537,0.0,98.0,436.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,3,0,3,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,16.0,0,3290,412,2432,18,421,7,2,0
basic_monthly,0,1,536,76.0,174.0,142.0,87.0,57.0,0,4,4,2,4,3,4,0,0.0,11,2,1,5,1,1,1,0,0.0,0.0,0,3,5,1,14,0,10.0,0,7396,610,5702,544,148,392,2,0
professional_monthly,0,1,536,3.0,5.0,289.0,1.0,238.0,0,2,3,0,3,4,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,65,4,0,0,0,2,11.0,0,3177,19,1670,15,0,1473,1,0
basic_monthly,0,5,536,6.0,345.0,122.0,32.0,31.0,0,2,4,6,4,5,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,0,0,0,3,11.0,0,4087,1198,1524,27,167,1171,4,1
basic_annual,1,1,536,49.0,40.0,368.0,40.0,39.0,0,2,4,2,3,3,4,0,0.0,1,0,0,0,0,1,0,0,0.0,0.0,16,3,0,0,33,0,5.0,0,3952,171,2811,345,338,287,1,0
professional_annual_49,1,1,536,42.0,337.0,144.0,8.0,5.0,0,3,5,2,6,3,4,0,0.0,15,1,0,1,13,0,0,0,0.0,0.0,0,3,3,2,35,30,4.0,0,2091,1148,676,214,20,33,1,0
basic_annual_19,1,3,536,36.0,155.0,274.0,4.0,67.0,0,5,4,4,3,3,4,0,0.0,2,1,1,0,0,0,0,1,0.0,0.0,526,3,3,0,2,6,7.0,0,10269,590,8994,209,15,461,1,0
professional_annual_49,1,2,536,3.0,212.0,304.0,2.0,15.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0,3,0,0,0,2,10.0,0,2213,739,1419,15,0,40,5,1
basic_monthly_24,0,3,536,162.0,119.0,245.0,1.0,9.0,0,2,7,4,3,3,4,0,0.0,2,1,1,0,0,0,0,1,0.0,0.0,272,3,14,1,27,6,12.0,0,21600,491,20115,950,4,40,1,0
basic_annual_19,1,1,536,10.0,61.0,250.0,202.0,13.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,0,0,0,1,7.0,0,1653,134,1076,46,331,66,3,0
basic_annual,1,5,535,95.0,131.0,210.0,54.0,45.0,1,5,5,3,5,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8,3,11,1,10,3,11.0,0,15291,529,11690,931,1948,193,1,1
basic_monthly,0,3,535,82.0,82.0,172.0,19.0,180.0,0,3,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0,3,6,0,29,0,5.0,0,6680,546,4037,1021,41,1035,1,0
basic_monthly,0,4,535,3.0,86.0,121.0,288.0,37.0,0,2,4,6,3,3,4,0,0.0,4,0,1,1,1,1,0,0,0.0,0.0,15,3,0,0,0,2,5.0,0,4125,300,3074,15,576,160,1,0
professional_annual_49,1,1,535,0.0,0.0,0.0,533.0,2.0,0,1,5,3,3,3,3,0,0.0,21,7,7,7,0,0,0,0,0.0,0.0,0,3,0,0,0,0,7.0,0,2589,16,22,18,2526,7,9,0
basic_annual,1,1,535,7.0,172.0,333.0,3.0,20.0,0,2,4,3,3,3,4,0,0.0,6,1,1,1,1,1,1,0,0.0,0.0,14,3,0,0,0,2,5.0,0,3799,911,2109,39,630,110,5,0
basic_monthly,0,1,535,23.0,25.0,66.0,372.0,49.0,0,2,5,4,3,3,4,0,0.0,1,0,1,0,0,0,0,1,0.0,0.0,507,3,5,1,5,0,4.0,0,2850,147,1066,240,1162,235,4,0
professional_annual,1,1,535,2.0,85.0,424.0,2.0,22.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1249,3,0,0,0,1,4.0,0,12450,277,11989,26,45,113,2,0
professional_annual_49,1,2,535,26.0,279.0,179.0,2.0,49.0,1,1,4,3,9,3,4,0,0.0,1,1,0,0,0,0,0,4,0.0,0.0,0,3,11,4,7,12,4.0,0,3376,1861,954,237,9,315,2,0
basic_annual_19,1,1,535,0.0,195.0,264.0,0.0,76.0,0,3,5,2,3,3,4,0,0.0,3,0,2,0,0,0,1,3,0.0,0.0,96,3,0,0,0,0,12.0,0,6369,686,5320,18,7,338,1,0
basic_monthly,0,2,534,96.0,138.0,238.0,3.0,59.0,0,5,6,0,6,3,4,0,0.0,8,0,8,0,0,0,0,0,0.0,0.0,4,3,24,6,3,13,14.0,0,5679,569,4070,740,15,285,3,0
professional_annual,1,1,534,96.0,146.0,219.0,42.0,31.0,0,2,4,9,3,3,4,0,0.0,4,0,0,0,0,4,0,0,0.0,0.0,7208,3,8,0,56,0,4.0,0,27556,640,25543,793,461,119,1,1
business_annual_119,1,1,534,4.0,29.0,496.0,2.0,3.0,2,2,3,2,4,4,4,1,1.0,33,21,10,1,1,0,0,3,0.0,0.0,0,4,0,0,0,0,10.0,0,3073,136,2901,29,0,7,6,1
basic_annual_19,1,1,534,61.0,67.0,389.0,6.0,11.0,0,1,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,51,3,4,3,2,25,6.0,0,7212,321,6490,348,12,41,1,0
basic_monthly_24,0,2,534,54.0,68.0,120.0,276.0,16.0,0,4,6,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,29,3,0,0,0,0,14.0,0,2281,280,1303,358,278,62,3,0
professional_annual,1,3,533,118.0,70.0,105.0,137.0,103.0,0,3,4,14,3,3,4,1,0.2,7,1,2,3,1,0,0,0,0.0,0.0,314,3,1,0,45,103,4.0,0,8025,432,4580,1079,1359,575,4,0
professional_annual,1,3,533,13.0,236.0,271.0,0.0,13.0,1,2,4,2,7,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,1,8,5.0,0,1781,643,1012,66,0,60,2,0
basic_monthly,0,1,533,158.0,66.0,228.0,23.0,58.0,0,10,3,4,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,142,3,5,0,2,4,5.0,0,9489,254,7104,1465,38,628,1,0
basic_monthly,0,2,533,92.0,150.0,234.0,24.0,33.0,1,5,5,3,3,3,4,0,0.0,4,1,1,0,1,1,0,0,0.0,0.0,1,3,8,0,9,2,6.0,0,6504,551,4288,676,782,207,2,0
professional_annual,1,4,533,3.0,215.0,314.0,1.0,0.0,0,3,4,5,3,3,4,0,0.0,11,0,0,0,0,0,11,0,0.0,0.0,1267,3,0,0,0,2,4.0,0,2876,371,2185,23,5,292,1,0
basic_monthly_24,0,1,533,42.0,129.0,212.0,9.0,141.0,0,3,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,4,0,3,33,8.0,0,6840,567,4647,483,65,1078,2,0
professional_monthly_69,0,1,533,4.0,133.0,8.0,385.0,3.0,0,2,4,3,3,3,5,0,0.0,7,7,0,0,0,0,0,2,0.0,0.0,162,3,0,0,0,2,10.0,0,1984,185,72,19,1702,6,8,0
basic_monthly_24,0,1,533,36.0,234.0,223.0,18.0,22.0,0,6,4,4,13,3,4,0,0.0,4,0,2,2,0,0,0,0,0.0,0.0,186,3,2,1,7,28,9.0,43,4903,733,3703,265,88,114,2,0
basic_monthly_24,0,3,533,39.0,142.0,305.0,10.0,37.0,1,4,5,5,3,4,4,1,0.17,9,5,4,0,0,0,0,1,0.0,0.0,67,4,5,1,3,17,15.0,0,9797,701,8590,285,22,199,1,0
professional_monthly,0,6,532,7.0,133.0,170.0,0.0,222.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,71,3,0,0,0,5,7.0,0,3714,523,1922,36,0,1233,1,0
basic_monthly,0,1,532,188.0,1.0,196.0,134.0,13.0,0,3,3,3,6,3,4,0,0.0,10,1,5,0,4,0,0,0,0.0,0.0,181,3,0,0,0,161,7.0,0,14926,320,12025,1356,971,254,4,0
professional_annual,1,2,532,62.0,116.0,111.0,11.0,232.0,1,1,7,4,5,3,4,0,0.0,4,1,1,1,1,0,0,0,0.0,0.0,526,3,1,1,1,14,6.0,0,10940,751,7958,755,179,1297,4,0
professional_annual,1,2,532,12.0,27.0,290.0,102.0,101.0,0,2,6,7,4,6,4,1,0.5,2,0,2,0,0,0,0,4,0.0,0.0,1238,6,5,5,0,6,10.0,0,7228,117,5763,107,711,530,6,0
basic_monthly,0,1,532,18.0,40.0,224.0,27.0,223.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17,3,0,0,1,0,4.0,0,6523,187,3966,203,42,2125,1,0
professional_annual,1,6,532,9.0,180.0,333.0,4.0,6.0,0,4,8,9,4,3,4,0,0.0,4,0,0,0,4,0,0,0,0.0,0.0,2218,3,1,0,2,5,7.0,0,27315,762,26076,274,3,200,1,0
basic_monthly_24,0,1,532,22.0,169.0,191.0,122.0,28.0,0,3,4,4,3,3,4,0,0.0,3,0,1,1,1,0,0,0,0.0,0.0,112,3,1,0,5,17,5.0,0,7196,377,5712,174,775,158,6,0
professional_annual_49,1,1,532,103.0,104.0,174.0,113.0,38.0,0,2,7,3,5,5,7,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,123,5,4,1,2,88,6.0,0,6139,446,4155,993,311,234,1,0
basic_monthly_24,0,3,531,110.0,123.0,277.0,1.0,20.0,0,2,4,5,3,3,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,13,3,21,0,15,0,5.0,0,9310,473,7588,912,260,77,1,0
professional_monthly_69,0,1,531,0.0,91.0,434.0,3.0,3.0,0,2,4,2,3,3,4,0,0.0,4,1,1,1,1,0,0,1,0.0,0.0,0,3,0,0,0,0,5.0,0,20053,221,19714,22,89,7,2,1
professional_annual_49,1,10,531,22.0,122.0,133.0,223.0,31.0,4,3,3,13,10,3,5,1,0.09,26,7,5,7,7,0,0,2,0.0,0.0,246,3,1,0,1,8,16.0,0,4100,449,2291,132,1114,114,7,0
basic_monthly_24,0,3,531,35.0,68.0,103.0,285.0,40.0,0,3,4,5,3,3,4,0,0.0,6,2,0,2,2,0,0,0,0.0,0.0,48,3,0,0,0,11,10.0,0,3698,292,2479,172,570,185,1,0
basic_monthly_24,0,1,530,115.0,128.0,272.0,0.0,15.0,0,8,5,2,3,5,4,1,1.0,6,2,2,0,2,0,0,0,0.0,0.0,41,5,8,8,1,53,5.0,0,2982,703,1491,734,4,50,15,0
basic_annual_19,1,1,530,9.0,248.0,227.0,0.0,46.0,0,2,5,4,6,3,7,0,0.0,9,9,0,0,0,0,0,0,0.0,0.0,0,3,0,0,4,0,18.0,0,7106,1213,5478,53,2,360,3,0
professional_monthly_69,0,2,530,73.0,106.0,149.0,124.0,78.0,1,14,4,3,4,4,5,1,0.1,17,2,7,3,3,1,1,1,0.0,0.0,2680,4,4,0,4,38,15.0,0,10228,500,5915,770,2230,813,1,2
professional_monthly_69,0,5,530,149.0,236.0,106.0,2.0,37.0,1,2,7,5,3,4,3,1,0.25,0,0,0,0,0,0,0,4,0.0,0.0,1543,4,7,7,0,3,4.0,0,8667,587,6587,1338,0,155,3,0
basic_monthly_24,0,3,530,36.0,105.0,353.0,29.0,7.0,1,1,6,4,3,5,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15,5,2,0,0,20,4.0,0,9208,272,7894,275,740,27,3,0
professional_annual_49,1,1,530,189.0,16.0,148.0,6.0,171.0,0,4,9,3,3,3,4,0,0.0,12,0,0,2,10,0,0,1,0.0,0.0,155,3,13,0,2,5,4.0,0,12498,94,8827,2580,36,961,1,1
basic_monthly_24,0,1,530,28.0,87.0,161.0,250.0,4.0,0,2,8,3,3,4,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,85,4,9,0,2,3,5.0,6,6898,170,1541,236,4938,13,5,0
basic_annual,1,2,529,34.0,85.0,113.0,292.0,5.0,1,4,4,3,3,3,4,2,1.0,13,2,4,3,2,1,1,0,0.0,0.0,8,3,1,0,12,13,10.0,0,5988,361,3789,319,1501,18,1,0
professional_monthly,0,1,529,30.0,162.0,283.0,1.0,53.0,0,1,5,2,5,3,4,0,0.0,2,0,0,0,1,1,0,0,0.0,0.0,1196,3,3,2,8,23,5.0,0,23767,897,18588,801,3180,301,5,1
basic_monthly,0,1,529,33.0,105.0,133.0,149.0,109.0,0,2,4,3,4,4,4,0,0.0,8,2,3,3,0,0,0,1,0.0,0.0,70,4,1,0,10,4,5.0,0,3635,417,1470,345,560,843,4,0
professional_annual,1,5,529,70.0,103.0,293.0,0.0,63.0,1,2,5,6,6,3,4,0,0.0,3,0,0,0,3,0,0,0,0.0,0.0,6020,3,1,1,35,56,7.0,0,17848,637,16384,397,20,410,1,0
professional_monthly_69,0,2,529,1.0,203.0,288.0,0.0,37.0,0,2,4,2,4,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,7.0,0,1396,361,821,22,2,190,2,0
basic_annual,1,1,528,15.0,200.0,296.0,5.0,12.0,0,2,5,2,3,3,4,0,0.0,1,1,0,0,0,0,0,0,0.0,0.0,1,3,2,0,4,9,6.0,0,5505,1089,4203,130,29,54,2,1
