PLAN,ANNUAL,NUM_SEATS,total_events_created,DEALS,COMPANIES,CONTACTS,LEADS,TASKS,team_count,pipeline_count,average_stages_per_pipeline,email_templates,activity_types,lost_reasons_count,lead_statuses_count,email_public_turned_on_count,%_users_w_email_on,total_custom_fields,company_custom_fields,contacts_custom_fields,lead_custom_fields,opportunity_custom_fields,projects_custom_fields,tasks_custom_fields,total_saved_fliters,automated_action_executed_count,automated_action_rules_count,tracked_emails_count,loss_reason_count,total_deals_lost,deals_lost_with_loss_reason,total_won_deals,deal_sources_count,contact_group_count,goals_count,total_activities,companies_activities_per_entity,contact_activities_per_entity,deal_activities_per_entity,lead_activities_per_entity,task_activities_per_entity,import_count,total_integration_tokens
basic_annual,1,1,125,4.0,34.0,74.0,1.0,12.0,0,2,4,2,3,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,242,3,0,0,2,2,7.0,0,9771,143,9486,69,0,73,1,0
basic_monthly,0,1,125,4.0,43.0,67.0,0.0,11.0,0,2,4,2,3,3,4,0,0.0,2,0,0,0,0,2,0,0,0.0,0.0,66,3,0,0,2,1,9.0,0,7280,177,6944,52,63,44,1,0
basic_monthly,0,2,125,32.0,13.0,39.0,10.0,31.0,0,3,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,38,3,1,0,6,2,4.0,0,2175,53,1712,254,2,154,1,0
professional_monthly,0,2,125,32.0,39.0,48.0,2.0,4.0,0,3,6,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2042,3,5,5,5,20,5.0,0,3098,177,2709,157,46,9,1,0
professional_monthly_69,0,1,125,13.0,40.0,61.0,0.0,11.0,1,2,4,2,3,3,4,0,0.0,1,1,0,0,0,0,0,0,0.0,0.0,302,3,0,0,4,7,4.0,0,1524,164,1176,130,4,50,1,1
professional_annual_49,1,5,125,35.0,28.0,33.0,21.0,8.0,1,2,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,85,3,11,0,6,8,4.0,0,5941,155,3995,284,1477,30,1,0
basic_annual_19,1,1,125,20.0,26.0,26.0,3.0,50.0,0,2,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,30,3,0,0,0,0,4.0,0,903,104,314,196,17,272,1,0
basic_monthly_24,0,1,125,7.0,49.0,61.0,2.0,6.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,275,3,1,0,1,3,6.0,0,17458,160,17241,32,0,25,1,0
basic_monthly_24,0,1,125,36.0,0.0,35.0,46.0,8.0,0,3,4,2,4,3,5,0,0.0,9,2,2,3,2,0,0,0,0.0,0.0,0,3,3,0,0,1,5.0,0,936,126,496,245,28,41,1,0
professional_monthly_69,0,5,125,23.0,46.0,49.0,2.0,5.0,0,2,5,3,3,3,4,0,0.0,2,0,2,0,0,0,0,1,0.0,0.0,615,3,4,0,6,3,5.0,0,7416,137,7111,154,0,14,1,0
professional_annual_49,1,3,125,7.0,32.0,46.0,19.0,21.0,0,2,4,8,3,3,4,0,0.0,2,0,0,1,1,0,0,0,0.0,0.0,1160,3,0,0,0,3,6.0,0,2904,128,2399,42,224,111,1,0
basic_annual_19,1,2,125,30.0,27.0,38.0,1.0,29.0,0,2,4,3,3,3,4,0,0.0,10,8,0,2,0,0,0,0,0.0,0.0,35,3,0,0,13,0,4.0,0,2785,198,2194,254,1,138,1,0
professional_monthly_69,0,1,125,11.0,22.0,34.0,45.0,13.0,0,2,6,2,6,4,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,120,4,0,0,0,2,4.0,0,925,96,510,89,162,68,1,0
basic_monthly_24,0,1,125,23.0,30.0,55.0,5.0,12.0,0,1,5,3,3,3,4,0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,67,3,1,0,3,0,8.0,0,1529,150,947,295,44,93,1,0
basic_annual_19,1,1,125,11.0,45.0,63.0,0.0,6.0,0,2,5,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,79,3,0,0,0,1,4.0,3,1551,172,1265,89,2,23,1,0
basic_annual,1,1,124,16.0,39.0,50.0,0.0,19.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,114,3,0,0,0,2,4.0,0,1706,139,1405,77,0,85,1,0
basic_monthly,0,1,124,4.0,41.0,73.0,3.0,3.0,0,2,4,2,3,3,4,0,0.0,5,1,1,0,1,1,1,0,0.0,0.0,114,3,0,0,1,2,8.0,0,4136,144,3928,41,16,7,1,0
basic_monthly,0,1,124,6.0,42.0,70.0,0.0,6.0,3,2,4,2,4,3,4,0,0.0,3,2,0,0,0,0,1,0,0.0,0.0,8,3,0,0,1,2,5.0,0,6034,154,5828,28,0,24,1,0
basic_annual,1,2,124,10.0,5.0,17.0,58.0,34.0,1,2,6,2,8,4,6,1,0.5,0,0,0,0,0,0,0,0,0.0,0.0,3,4,3,3,1,6,10.0,0,1990,34,1048,81,644,183,4,0
basic_monthly,0,2,124,50.0,20.0,35.0,0.0,19.0,1,2,5,3,3,3,4,0,0.0,3,1,0,0,2,0,0,1,0.0,0.0,0,3,20,0,11,4,4.0,0,1519,187,493,657,0,182,1,0
professional_monthly,0,4,124,8.0,6.0,6.0,95.0,9.0,1,1,5,5,11,4,6,0,0.0,27,7,0,19,1,0,0,0,0.0,0.0,1,4,0,0,0,4,9.0,0,1064,538,104,103,270,49,10,0
basic_monthly,0,1,124,15.0,23.0,35.0,10.0,41.0,0,2,5,2,3,3,4,0,0.0,12,2,2,2,2,2,2,0,0.0,0.0,20,3,0,0,7,8,7.0,0,4452,143,3812,122,98,277,1,0
basic_monthly_24,0,1,124,4.0,25.0,61.0,27.0,7.0,0,2,4,2,6,5,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,87,5,1,0,1,3,13.0,0,1611,97,1218,43,229,24,1,0
professional_monthly_69,0,1,124,6.0,37.0,47.0,6.0,28.0,0,2,4,3,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,702,3,1,0,3,3,9.0,0,2720,139,2356,66,20,139,1,0
basic_monthly_24,0,1,124,3.0,20.0,95.0,2.0,4.0,0,2,4,2,3,3,4,0,0.0,4,1,1,1,1,0,0,1,0.0,0.0,109,3,0,0,0,2,10.0,0,5696,71,5597,15,2,11,3,0
professional_annual_49,1,1,124,4.0,20.0,27.0,66.0,7.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,100,3,0,0,0,3,5.0,0,1411,86,1195,38,66,26,1,0
professional_monthly_69,0,1,124,5.0,8.0,6.0,101.0,4.0,0,3,6,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,716,3,0,0,0,2,4.0,0,2790,30,285,23,2441,11,1,0
basic_monthly_24,0,1,124,2.0,38.0,65.0,3.0,16.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,18,3,0,0,0,1,5.0,0,1071,127,862,22,0,60,1,0
business_monthly_149,0,1,124,3.0,48.0,60.0,6.0,7.0,0,2,4,2,3,3,4,0,0.0,7,1,3,1,2,0,0,0,0.0,0.0,906,3,0,0,0,0,4.0,0,1585,93,849,18,597,28,1,2
basic_annual_19,1,1,124,3.0,3.0,5.0,107.0,6.0,0,2,4,2,3,3,7,0,0.0,44,0,0,44,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,737,12,16,15,674,20,1,1
basic_monthly,0,1,123,12.0,38.0,48.0,0.0,25.0,0,2,5,0,3,4,4,0,0.0,12,5,0,0,4,3,0,1,0.0,0.0,97,4,4,0,4,12,6.0,0,6792,164,6388,92,0,148,1,0
basic_annual,1,1,123,5.0,17.0,85.0,0.0,16.0,0,2,4,0,3,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,2860,56,2713,21,0,70,2,1
professional_annual,1,2,123,12.0,7.0,26.0,34.0,44.0,1,3,7,2,8,2,6,1,0.5,12,0,2,5,0,4,1,1,0.0,0.0,1003,2,2,1,0,7,9.0,0,5117,121,1746,667,883,1700,1,0
basic_monthly,0,2,123,6.0,20.0,87.0,0.0,10.0,0,2,4,0,5,3,4,1,0.5,3,1,1,0,1,0,0,0,0.0,0.0,7,3,0,0,0,0,8.0,0,6871,83,6688,42,0,58,1,0
business_monthly,0,1,123,10.0,17.0,26.0,1.0,69.0,0,2,5,2,3,3,4,0,0.0,24,4,4,4,4,4,4,1,0.0,0.0,39,3,8,0,0,6,5.0,4,1179,57,363,91,7,661,1,1
basic_monthly,0,2,123,8.0,29.0,78.0,2.0,6.0,1,1,5,3,6,3,4,1,0.5,0,0,0,0,0,0,0,1,0.0,0.0,53,3,0,0,2,2,4.0,1,2152,138,1908,64,6,36,1,1
basic_monthly,0,4,123,0.0,16.0,88.0,1.0,18.0,1,2,4,2,3,3,4,1,0.2,22,0,9,4,0,7,2,2,0.0,0.0,2,3,0,0,0,0,6.0,0,2659,63,2422,19,3,152,1,0
professional_monthly,0,3,123,3.0,18.0,96.0,2.0,4.0,1,2,6,0,5,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,7.0,0,1561,79,1452,15,4,11,1,0
basic_monthly,0,1,123,18.0,33.0,65.0,0.0,7.0,0,2,6,2,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0,3,0,0,9,0,6.0,2,2797,228,2368,166,0,35,1,1
professional_monthly,0,2,123,8.0,12.0,17.0,71.0,15.0,1,2,4,3,3,3,4,0,0.0,10,2,2,2,2,1,1,0,0.0,0.0,113,3,3,0,1,1,6.0,0,1144,67,475,129,344,129,1,1
basic_monthly,0,1,123,3.0,35.0,82.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,36,3,0,0,0,2,9.0,0,8479,121,8336,15,0,7,1,0
basic_annual,1,3,123,19.0,30.0,41.0,19.0,14.0,1,4,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4,3,2,0,0,7,5.0,0,12581,134,1083,157,11149,58,6,0
basic_monthly,0,2,123,3.0,46.0,68.0,2.0,4.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,0,4.0,0,846,159,630,47,0,10,1,0
basic_monthly,0,4,123,22.0,41.0,53.0,1.0,6.0,0,3,9,4,3,3,4,1,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,5,13,6.0,0,4451,171,3958,299,6,17,1,1
professional_monthly,0,1,123,2.0,7.0,47.0,2.0,65.0,0,3,6,2,3,3,4,0,0.0,3,0,3,0,0,0,0,0,0.0,0.0,238,3,0,0,0,1,4.0,0,1815,33,1358,21,2,401,1,0
professional_annual_49,1,3,123,5.0,36.0,58.0,3.0,21.0,1,7,4,3,6,6,4,0,0.0,13,5,4,1,2,1,0,0,0.0,0.0,165,6,0,0,0,5,12.0,0,1722,121,1457,42,15,87,1,0
professional_annual_49,1,1,123,4.0,18.0,92.0,2.0,7.0,0,2,4,2,3,3,4,1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,10.0,0,8694,63,8591,18,0,22,1,0
basic_monthly_24,0,1,123,4.0,44.0,55.0,0.0,20.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,108,3,0,0,0,2,9.0,0,3008,156,2743,18,2,89,1,0
basic_monthly_24,0,1,123,38.0,36.0,41.0,2.0,6.0,0,2,6,2,3,3,4,0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,150,3,1,1,1,0,10.0,0,1830,146,1420,247,0,17,1,0
professional_annual_49,1,2,123,19.0,13.0,20.0,12.0,59.0,0,5,10,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,6.0,0,3812,68,3136,146,28,434,1,0
basic_monthly_24,0,1,123,3.0,41.0,40.0,0.0,39.0,0,2,4,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,54,3,0,0,0,2,4.0,0,819,139,446,15,2,217,1,0
professional_annual_49,1,8,123,7.0,53.0,41.0,2.0,20.0,1,2,4,2,3,3,4,0,0.0,4,4,0,0,0,0,0,0,0.0,0.0,461,3,0,0,0,3,5.0,0,2339,198,1971,32,0,138,3,0
basic_monthly,0,2,122,6.0,42.0,53.0,0.0,21.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17,3,3,2,2,3,4.0,0,2634,165,2285,61,0,123,1,0
basic_annual,1,1,122,17.0,18.0,43.0,32.0,12.0,0,2,5,2,3,3,4,0,0.0,13,1,3,3,3,1,2,1,0.0,0.0,0,3,0,0,3,0,5.0,0,7003,78,6131,200,470,124,4,0
basic_monthly,0,1,122,12.0,12.0,25.0,55.0,18.0,0,2,6,0,5,3,7,0,0.0,28,0,5,13,5,0,5,0,0.0,0.0,0,3,1,0,0,8,4.0,0,488,60,170,108,69,81,1,0
basic_monthly,0,1,122,18.0,23.0,25.0,40.0,16.0,0,3,5,0,17,3,10,0,0.0,17,5,1,4,4,2,1,1,0.0,0.0,0,3,0,0,5,16,7.0,37,629,124,185,173,68,79,1,0
professional_annual,1,2,122,2.0,49.0,59.0,0.0,12.0,1,2,4,3,3,3,4,0,0.0,16,4,4,4,4,0,0,0,0.0,0.0,2422,3,0,0,0,1,11.0,0,3063,208,2741,36,0,78,1,0
professional_monthly,0,2,122,10.0,11.0,79.0,10.0,12.0,1,2,4,4,5,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,37,3,0,0,0,7,5.0,0,752,90,520,49,34,59,1,0
professional_annual,1,1,122,19.0,43.0,35.0,21.0,4.0,0,5,4,3,5,9,4,0,0.0,48,8,8,8,8,8,8,0,0.0,0.0,285,9,2,0,1,0,10.0,0,1062,184,633,192,22,31,1,1
professional_monthly,0,1,122,7.0,34.0,42.0,23.0,16.0,0,2,4,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,827,3,0,0,0,5,6.0,0,3314,122,2919,39,156,78,1,0
basic_monthly_24,0,1,122,33.0,21.0,42.0,9.0,17.0,0,4,5,2,5,3,5,0,0.0,22,4,6,6,2,2,2,1,0.0,0.0,50,3,4,0,8,29,9.0,0,5806,1443,3860,217,189,97,2,0
basic_annual_19,1,1,122,7.0,7.0,10.0,90.0,8.0,0,6,5,2,3,6,5,0,0.0,4,1,1,1,1,0,0,0,0.0,0.0,0,6,0,0,2,6,6.0,0,400,31,78,71,192,28,1,0
professional_monthly_69,0,3,122,4.0,39.0,63.0,2.0,14.0,4,4,4,8,6,3,4,2,0.25,0,0,0,0,0,0,0,1,0.0,0.0,1734,3,0,0,0,3,10.0,0,5391,137,5142,35,0,77,1,0
professional_monthly_69,0,4,122,22.0,22.0,37.0,30.0,11.0,1,3,4,4,3,3,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,31,3,1,0,1,2,5.0,0,1875,122,1084,192,417,60,1,0
basic_monthly_24,0,3,122,5.0,17.0,31.0,58.0,11.0,0,2,4,5,8,3,8,1,0.25,0,0,0,0,0,0,0,4,0.0,0.0,11,3,0,0,0,2,15.0,0,2258,57,1404,24,721,52,1,0
basic_monthly_24,0,2,122,4.0,21.0,72.0,11.0,14.0,3,2,5,3,5,4,4,0,0.0,3,1,1,1,0,0,0,0,0.0,0.0,0,4,0,0,0,1,13.0,0,1793,125,1350,79,157,82,3,0
basic_monthly_24,0,1,122,1.0,11.0,32.0,53.0,25.0,0,2,4,2,5,3,4,0,0.0,27,0,13,13,1,0,0,0,0.0,0.0,17,3,0,0,1,0,8.0,0,963,40,507,26,257,133,1,0
professional_annual_49,1,2,122,4.0,34.0,79.0,2.0,3.0,0,2,4,3,3,3,4,0,0.0,1,0,1,0,0,0,0,1,0.0,0.0,18,3,0,0,0,2,7.0,0,881,181,655,34,0,11,4,0
basic_monthly_24,0,1,122,87.0,10.0,18.0,1.0,6.0,0,4,3,2,5,3,4,0,0.0,7,0,0,0,7,0,0,0,0.0,0.0,15,3,0,0,0,2,4.0,0,1528,140,390,975,1,22,1,0
professional_monthly_69,0,1,122,10.0,12.0,40.0,21.0,39.0,0,2,5,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5,3,5,0,0,4,4.0,0,831,48,294,85,113,291,1,1
basic_monthly_24,0,1,122,29.0,24.0,40.0,4.0,25.0,0,2,8,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,13,3,0,0,1,1,4.0,0,1266,91,788,145,137,105,1,0
basic_monthly,0,2,121,17.0,69.0,24.0,7.0,4.0,1,2,5,2,3,4,4,0,0.0,2,1,0,0,1,0,0,1,0.0,0.0,208,4,1,1,3,8,4.0,4,4752,161,4402,119,47,23,1,0
basic_annual,1,1,121,11.0,10.0,14.0,5.0,81.0,0,4,4,2,4,2,4,1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,0,0,0,6.0,0,865,56,327,104,43,335,1,0
basic_monthly,0,3,121,16.0,23.0,24.0,44.0,14.0,0,2,4,0,3,4,4,0,0.0,4,4,0,0,0,0,0,0,0.0,0.0,1,4,3,1,0,4,6.0,0,715,117,281,176,80,61,1,0
basic_annual,1,2,121,5.0,40.0,66.0,0.0,10.0,1,2,4,2,4,3,4,0,0.0,2,1,1,0,0,0,0,0,0.0,0.0,0,3,1,1,1,0,6.0,0,2129,144,1902,45,0,38,1,0
basic_annual,1,3,121,5.0,50.0,63.0,0.0,3.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,305,3,1,0,1,1,5.0,0,12697,743,11887,60,0,7,2,0
professional_monthly,0,1,121,4.0,42.0,53.0,5.0,17.0,0,2,4,0,4,3,4,0,0.0,5,2,1,2,0,0,0,0,0.0,0.0,747,3,1,1,0,4,6.0,0,1516,137,1232,41,38,68,1,0
basic_monthly,0,1,121,11.0,25.0,27.0,54.0,4.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,4,0,3,0,4.0,0,569,118,201,126,113,11,1,0
professional_annual,1,5,121,8.0,44.0,57.0,3.0,9.0,1,3,4,0,3,3,4,0,0.0,4,1,1,1,1,0,0,0,0.0,0.0,1,3,0,0,0,4,7.0,4,1923,166,1639,72,8,38,1,0
basic_monthly,0,2,121,23.0,31.0,37.0,0.0,30.0,0,2,4,3,3,3,4,1,0.5,2,0,0,0,1,1,0,0,0.0,0.0,41,3,4,1,6,4,4.0,0,1791,151,1322,187,0,131,1,0
basic_monthly,0,3,121,22.0,31.0,28.0,0.0,40.0,3,5,5,3,4,5,9,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,89,5,2,0,1,2,6.0,0,1773,160,1231,174,4,204,1,0
basic_monthly,0,1,121,10.0,33.0,34.0,11.0,33.0,0,3,5,6,3,3,4,0,0.0,2,0,0,0,0,2,0,0,0.0,0.0,183,3,0,0,0,0,10.0,0,1184,117,750,125,46,146,1,0
professional_annual,1,3,121,2.0,55.0,59.0,1.0,4.0,0,2,6,2,4,3,4,0,0.0,7,5,1,0,1,0,0,0,0.0,0.0,0,3,0,0,1,0,7.0,0,780,342,292,88,42,16,2,0
basic_annual,1,1,121,6.0,43.0,65.0,4.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8,3,0,0,0,2,4.0,0,3058,154,2546,30,322,6,2,0
basic_annual_19,1,1,121,3.0,29.0,42.0,9.0,38.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,13,3,0,0,0,2,8.0,0,1478,153,1069,15,40,201,3,1
basic_monthly_24,0,1,121,3.0,39.0,64.0,2.0,13.0,0,2,4,2,3,3,4,0,0.0,2,0,0,1,1,0,0,0,0.0,0.0,3,3,0,0,0,0,5.0,0,2969,148,2722,31,2,66,1,0
basic_monthly_24,0,3,121,14.0,19.0,36.0,27.0,25.0,0,2,4,6,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,13,3,0,0,0,0,4.0,0,4148,114,2941,94,890,109,1,0
basic_monthly_24,0,1,121,6.0,38.0,60.0,2.0,15.0,0,4,6,2,14,5,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,1,1,0,1,15.0,0,1794,128,1562,37,0,67,1,0
basic_monthly_24,0,2,121,6.0,38.0,34.0,15.0,28.0,1,3,4,3,4,3,4,0,0.0,1,0,1,0,0,0,0,0,0.0,0.0,4,3,0,0,1,0,8.0,0,712,140,346,56,3,167,4,0
basic_monthly_24,0,3,121,4.0,84.0,15.0,2.0,16.0,0,1,4,4,3,4,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,0,0,0,1,4.0,0,578,286,177,54,4,57,1,0
professional_annual_49,1,1,121,4.0,34.0,49.0,2.0,32.0,0,2,4,2,5,3,4,0,0.0,5,1,1,1,1,1,0,0,0.0,0.0,293,3,0,0,0,2,3.0,0,850,116,553,35,0,146,1,0
basic_annual,1,1,120,6.0,32.0,73.0,0.0,9.0,0,2,4,2,4,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,43,3,0,0,0,2,8.0,0,8551,118,8370,29,0,34,1,0
basic_annual,1,1,120,6.0,20.0,84.0,1.0,9.0,0,2,4,0,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,14,3,0,0,1,1,4.0,0,2320,82,2101,49,2,86,4,0
basic_monthly,0,1,120,31.0,28.0,35.0,8.0,18.0,0,2,4,0,4,5,4,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0,5,5,3,10,26,6.0,0,2090,137,1587,218,34,114,1,1
basic_monthly,0,1,120,8.0,11.0,0.0,5.0,96.0,1,5,4,4,6,3,4,0,0.0,16,2,3,3,3,2,3,2,0.0,0.0,4,3,0,0,0,0,8.0,14,2000,76,717,509,149,549,3,0
basic_annual,1,2,120,8.0,39.0,63.0,0.0,10.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3,3,0,0,0,2,7.0,0,3535,126,3338,36,0,35,1,0
basic_monthly,0,2,120,38.0,32.0,43.0,3.0,4.0,0,2,5,3,3,4,4,0,0.0,3,0,0,1,1,1,0,0,0.0,0.0,81,4,3,1,17,1,4.0,0,1377,133,974,246,14,10,1,0
professional_monthly,0,2,120,63.0,16.0,33.0,0.0,8.0,0,2,5,2,3,3,4,0,0.0,10,1,0,0,5,4,0,1,0.0,0.0,111,3,9,0,17,12,4.0,0,6771,147,6134,456,4,30,1,0
basic_monthly,0,5,120,4.0,20.0,47.0,30.0,19.0,0,2,4,4,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1,3,0,0,1,3,4.0,0,2806,135,2439,48,98,86,2,0
business_monthly,0,1,120,4.0,42.0,65.0,3.0,6.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4488,3,0,0,0,2,16.0,0,7223,139,7045,20,2,17,1,0
basic_annual,1,1,120,2.0,3.0,110.0,1.0,4.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,2,4.0,0,322,13,259,28,6,16,1,0
basic_monthly_24,0,1,120,9.0,13.0,43.0,45.0,10.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,0,0,3,7.0,0,484,50,285,46,68,35,1,0
basic_monthly_24,0,1,120,3.0,52.0,60.0,2.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,0,0,0,2,6.0,0,547,171,355,15,0,6,1,0
basic_monthly_24,0,3,120,29.0,39.0,48.0,1.0,3.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4,3,2,0,1,1,5.0,0,1348,179,915,242,6,6,1,0
professional_annual_49,1,1,120,0.0,31.0,86.0,0.0,3.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,445,3,0,0,0,0,4.0,0,6736,162,6499,67,2,6,1,0
basic_monthly_24,0,1,120,3.0,9.0,17.0,88.0,3.0,0,2,4,2,3,3,4,0,0.0,5,0,0,5,0,0,0,0,0.0,0.0,15,3,0,0,0,2,4.0,0,1708,40,414,15,1233,6,1,0
basic_annual_19,1,2,120,10.0,35.0,61.0,5.0,9.0,3,3,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,78,3,0,0,0,0,4.0,0,8748,155,8435,81,43,34,1,0
basic_monthly_24,0,1,120,4.0,79.0,29.0,2.0,6.0,0,2,4,3,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1,3,0,0,0,2,5.0,2,403,246,100,19,0,38,1,0
basic_monthly_24,0,1,120,0.0,12.0,6.0,85.0,17.0,0,2,4,0,3,3,3,0,0.0,14,3,3,5,3,0,0,2,0.0,0.0,0,3,0,0,0,0,7.0,0,609,52,72,23,368,94,1,0
professional_monthly,0,1,119,26.0,21.0,29.0,0.0,43.0,0,3,5,0,3,3,4,1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,213,3,5,1,4,2,4.0,0,1353,85,453,320,0,495,1,0
basic_annual,1,2,119,1.0,5.0,6.0,98.0,9.0,1,2,3,3,3,3,4,0,0.0,5,1,2,2,0,0,0,0,0.0,0.0,9,3,0,0,1,0,4.0,0,562,37,178,32,284,31,2,0
basic_monthly,0,1,119,34.0,1.0,68.0,0.0,16.0,0,3,5,4,3,3,6,0,0.0,6,2,2,2,0,0,0,0,0.0,0.0,30,3,9,1,11,2,4.0,0,2186,91,1571,393,67,64,2,0
basic_annual,1,2,119,19.0,35.0,49.0,0.0,16.0,0,2,5,3,3,3,4,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,27,3,1,1,3,0,4.0,0,5898,134,5574,117,0,73,1,0
professional_annual,1,6,119,18.0,31.0,30.0,29.0,11.0,0,2,4,2,3,3,4,0,0.0,8,0,0,4,4,0,0,0,0.0,0.0,317,3,2,1,4,5,3.0,0,1629,142,1187,215,24,61,1,1
basic_annual,1,1,119,3.0,45.0,66.0,0.0,5.0,0,2,4,2,3,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,0,0,0,2,4.0,0,2557,152,2376,15,0,14,1,0
basic_monthly,0,1,119,3.0,27.0,38.0,46.0,5.0,0,2,4,2,3,3,4,0,0.0,2,0,1,1,0,0,0,0,0.0,0.0,74,3,0,0,0,1,5.0,0,1191,92,556,26,501,16,1,0
professional_monthly,0,2,119,12.0,45.0,49.0,0.0,13.0,1,2,4,0,3,3,4,0,0.0,3,0,0,0,1,1,1,0,0.0,0.0,538,3,0,0,0,7,7.0,0,6349,175,6045,68,0,61,1,1
professional_monthly,0,5,119,11.0,6.0,54.0,17.0,31.0,2,5,8,7,5,3,4,1,0.1,16,0,4,7,4,1,0,0,0.0,0.0,61,3,0,0,4,7,11.0,0,6013,55,630,206,4927,195,22,0
basic_annual,1,1,119,3.0,10.0,103.0,0.0,3.0,0,2,4,2,4,3,4,0,0.0,2,0,2,0,0,0,0,0,0.0,0.0,18,3,0,0,0,2,10.0,0,1837,64,1747,19,0,7,1,0
professional_monthly,0,2,119,20.0,31.0,40.0,11.0,17.0,0,3,5,3,3,4,5,2,1.0,0,0,0,0,0,0,0,0,0.0,0.0,135,4,6,0,2,14,9.0,0,1350,125,886,197,40,102,1,0
